Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Projected/Actual Cost ($ M),Updated Date,Updated Time,Column
6,006-000310400,703,Department of Commerce(6),NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),1490,NCEP R&DHPCS,Transfer funds to NOAA OCIO R&DHPCS program for NCEP usage of R&DHPC services.,2011-01-10T00:00:00Z,2017-02-14T00:00:00Z,2227,,,,65.375,17.600001,17.600001,17/08/2012,11:41:57,
6,006-000310400,703,Department of Commerce(6),NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),1491,WCOSS IT Security,WCOSS IT Security including FY13 A&A ATO for new systems delivered by WCOSS IDIQ Task Orders.,2012-02-15T00:00:00Z,2017-02-14T00:00:00Z,1826,,,,0.675,0.219,0.216,17/08/2012,11:41:57,
6,006-000311200,706,Department of Commerce(6),NOAA/NWS/ National Air Quality Forecast Capability,1308,Development of NOAA/NWS/National Air Quality Forecast Capability,This project is to implement NOAA Air Quality forecasting operationally.,2002-01-10T00:00:00Z,2017-09-30T00:00:00Z,5741,,,,79.598,10.349,10.349,27/02/2012,14:59:48,
6,006-000312500,707,Department of Commerce(6),NOAA/NWS/ Next Generation Air Transportation System (NextGen),3187,IT Services,"Development and implementation of Web Services for network enabled  discovery, translation and dissemination of aviation relevant weather information.",2010-01-06T00:00:00Z,2015-09-30T00:00:00Z,2092,,,,108.774,9.03992,9.265161,16/08/2012,12:24:15,
6,006-000310200,708,Department of Commerce(6),NOAA/NWS/ Next Generation Weather Radar (NEXRAD-PI) System Product Improvement,1315,Dual Polarization,"Development and Implementation of Dual Polarization capability for the nation's weather radar network (160 sites).  New capability increases the weather radar's ability to detect severe winter weather, rainfall amount, and tornado damage.",2007-09-24T00:00:00Z,2013-12-23T00:00:00Z,2282,2012-09-30T00:00:00Z,1833,2012-09-30T00:00:00Z,77.77,27.20332,27.203343,16/08/2012,7:46:45,
6,006-000312400,709,Department of Commerce(6),NOAA/NWS/ Weather Radio Improvement Project (WRIP-2),1316,Weather Radio Improvement Project 2 (WRIP-2) Initial Operational Capability,"WRIP-2 will sustian the NOAA Weather Radio's (NWR's) mission and replace the obsolete NWR/Console Replacement System (CRS). WRIP-2 provides the NWR/CRS functionality in AWIPS-II. WRIP-2 also sustains the NOAA Weather Wire Service by using AWIPS-II, AWIPS Satellite Broadcast Network. NWS developing NWWS satellite end user interface, National Law Enforcement System interface, and Open Interface.",2007-09-21T00:00:00Z,2013-06-28T00:00:00Z,2107,,,,32.369,6.95,6.95,29/06/2012,11:22:58,
6,006-000380400,711,Department of Commerce(6),NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,1317,Development facility,"Facility construction project to build a HPC center in an exisitng facility located in Fairmont, WV. Facility name: NOAA Environmental Security Computing center (NESCC).",2009-06-16T00:00:00Z,2011-12-15T00:00:00Z,912,2011-12-15T00:00:00Z,912,2011-12-15T00:00:00Z,27.6,27.6,27.6,27/01/2012,10:18:36,
6,006-000380400,711,Department of Commerce(6),NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,1318,Research HPC-ORNL,ORNL provides computer center operations and collaborative support for NOAA so as to deliver improved climate data and model experiments.,2009-06-18T00:00:00Z,2012-02-05T00:00:00Z,962,2011-12-14T00:00:00Z,909,2011-12-14T00:00:00Z,49.06,49.06,49.06,27/01/2012,10:18:36,
6,006-000380400,711,Department of Commerce(6),NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,1319,R&D HPCS,"Acquire, deliver, and install HPCs, climate post processing compute resources, and HSM.",2010-08-25T00:00:00Z,2012-02-28T00:00:00Z,552,2012-02-28T00:00:00Z,552,2012-02-03T00:00:00Z,40.7,40.7,40.7,28/03/2012,7:41:03,
6,006-000380400,711,Department of Commerce(6),NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,2933,GFDL Data Portal,"Acquire, install, and integrate data portal equipment to support data transfers from GAEA HPC.",2011-01-11T00:00:00Z,2012-02-29T00:00:00Z,414,2012-02-29T00:00:00Z,414,2012-06-03T00:00:00Z,1.383,1.383,1.383,28/03/2012,7:41:03,
6,006-000380400,711,Department of Commerce(6),NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,3123,FY12 Hurricane Forecast Improvement (HFIP),"Provide management services, system integration and technical expertise necessary to deliver, install, test and maintain an upgrade to the HFIP computer system including those currently.",2012-03-16T00:00:00Z,2012-09-30T00:00:00Z,197,,,,2.424,2.424,2.424,30/04/2012,10:35:38,
6,006-000400700,715,Department of Commerce(6),Census - Economic Census and Surveys,979,StEPS II Survey IT Development,Information technology upgrade economic survey's the Standard Economic Processing System.,2011-01-07T00:00:00Z,2012-01-10T00:00:00Z,368,2012-01-10T00:00:00Z,368,2012-01-10T00:00:00Z,5.248994,5.248994,5.865239,17/08/2012,8:39:37,
6,006-000400700,715,Department of Commerce(6),Census - Economic Census and Surveys,980,Census and Related survey IT support for collection and processing,Maintenance of the collection instruments and processing systems; development of the collection instruments and processing systems; both to be used in the 2012 Economic Census.,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,631,2012-09-30T00:00:00Z,631,2012-09-30T00:00:00Z,54.468197,54.468197,53.025268,17/08/2012,8:39:37,
6,006-000400700,715,Department of Commerce(6),Census - Economic Census and Surveys,981,COGS survey IT support for collection and processing,Maintenance of data collection and processing systems for 2012 COG.,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,631,2012-09-30T00:00:00Z,631,2012-09-30T00:00:00Z,0.927026,0.927026,1.201642,17/08/2012,8:39:37,
6,006-000400800,716,Department of Commerce(6),Census - Field Support Systems,983,2014 R&D of CAPI Device,Research mobile computing device to replace laptop.,2011-03-10T00:00:00Z,2013-02-09T00:00:00Z,702,2012-09-28T00:00:00Z,567,2012-02-10T00:00:00Z,0.758,0.3684,0.3684,16/08/2012,5:08:38,
6,006-000400800,716,Department of Commerce(6),Census - Field Support Systems,984,HSPD 12,Research PIV-II badges to replace RSA tokens.,2011-03-10T00:00:00Z,2013-02-09T00:00:00Z,702,2012-03-30T00:00:00Z,385,2011-12-23T00:00:00Z,0.48,0.0774,6.96E-4,29/06/2012,13:02:02,
6,006-000401100,717,Department of Commerce(6),Census - MAF/TIGER Enhancements,994,CAUS,Implement enhanced GPS field procedures and training.,2011-01-05T00:00:00Z,2012-01-31T00:00:00Z,391,2012-01-31T00:00:00Z,391,2012-01-31T00:00:00Z,0.69629,0.341,0.324527,27/02/2012,11:37:12,
6,006-000051000,721,Department of Commerce(6),Commerce Business Systems (CBS),1962,Prior Year Adjustments for Advice Corrections,Addition of prior-year functionality in the CBS' PM006 Advice of Correction screen (used to adjust/correct paid invoices) so that the PM006 will automatically prepare the proper upward or downward prior-year entries. This project will also replace the interface used by the Commerce Purchase Card System for processing corrections to purchase card invoices and replace it with the Accounts Payable Standard Interface for processing the corrections.,2011-01-07T00:00:00Z,2012-01-23T00:00:00Z,381,2011-12-30T00:00:00Z,357,2011-12-30T00:00:00Z,0.704857,0.395841,0.351662,28/03/2012,9:12:19,
6,006-000051000,721,Department of Commerce(6),Commerce Business Systems (CBS),1963,CBS Next Gen,"Purchase and deployment of a standard Oracle/Sun Solaris technology platform for the test, development and production instances of the Commerce Business Systems (CBS) - DOC's Financial System of Record.",2011-01-07T00:00:00Z,2012-12-31T00:00:00Z,724,,,,6.12603,4.276034,4.276034,29/11/2011,9:51:34,
6,006-000051000,721,Department of Commerce(6),Commerce Business Systems (CBS),1964,Automated Standard Application for Payments (ASAP) Interface - AR 22289,Update ASAP file formats from text to XML.,2011-03-10T00:00:00Z,2012-01-08T00:00:00Z,304,,,,0.405383,0.335912,0.337898,16/08/2012,9:47:52,
6,006-000051000,721,Department of Commerce(6),Commerce Business Systems (CBS),1965,Government Treasury Account Symbol (GTAS) Implementation,"Modify CBS to incorporate the Governmentwide Treasury Account Symbol Adjusted Trial Balance System (GTAS) requirements.  GTAS will replace the functionality of FACTS I, FACTS II, IFCS, and IRAS reporting systems as the primary means of reporting agency trial balance data.",2011-05-24T00:00:00Z,2012-12-31T00:00:00Z,587,,,,1.9085,1.908266,1.846083,16/08/2012,9:47:52,
6,006-000051000,721,Department of Commerce(6),Commerce Business Systems (CBS),1966,SGL Digit Increase (includes TAS from 21 to 27 Characters),Increase SGL from four to six digits to accommodate requirement for additional 4000 series accounts.,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,631,,,,1.4151,1.415032,1.249517,29/06/2012,7:07:34,
6,006-000051000,721,Department of Commerce(6),Commerce Business Systems (CBS),2934,CCR - System for Award Management (SAM),SAM is combining eight federal procurement systems and the Catalogue of Federal Domestic Assistance into one new system.  CCR.gov is one of the systems being combined.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,,,,0.377089,0.377089,0.354522,16/08/2012,9:47:52,
6,006-000051000,721,Department of Commerce(6),Commerce Business Systems (CBS),2935,Application/Hardware Refresh,"Combines the CBS NextGen tasks, the Upgrade Fusion Middleware/WebLogic to 11g task, and the Oracle DB Migration to 11g task.",2011-01-07T00:00:00Z,2012-12-31T00:00:00Z,724,,,,4.07484,4.074831,3.354399,30/05/2012,9:54:33,
6,006-000400300,724,Department of Commerce(6),Census - Data Access and Dissemination System (DADS),3057,Replacement Tabulation System,Project 1: The DADS Replacement Tabulation System project includes tasks that conduct tabulation business operations for the Decennial Census and special tabulations as necessary.,2011-01-07T00:00:00Z,2012-09-28T00:00:00Z,629,,,,1.55809,1.55809,2.425152,30/07/2012,8:43:56,
6,006-000400300,724,Department of Commerce(6),Census - Data Access and Dissemination System (DADS),3059,Replacement Dissemination System - Requirements Management and Analysis,Project 2: The DADS Replacement Dissemination System (RDS)- Requirements Management and Analysis project includes tasks that conduct requirements analysis to clarify the business need and collect additional details required for the design and specification of the RDS.,2011-01-07T00:00:00Z,2012-09-28T00:00:00Z,629,,,,2.179936,2.179936,2.084438,30/07/2012,8:43:56,
6,006-000400300,724,Department of Commerce(6),Census - Data Access and Dissemination System (DADS),3061,Replacement Dissemination System - Architecture Analysis and Management,Project 3: The DADS Replacement Dissemination System (RDS)- Architecture Analysis and Management project include tasks for conducting architecture analysis and oversight of the RDS.,2011-01-07T00:00:00Z,2012-09-28T00:00:00Z,629,,,,2.514063,2.514063,2.31213,30/07/2012,8:43:56,
6,006-000400300,724,Department of Commerce(6),Census - Data Access and Dissemination System (DADS),3063,Replacement Dissemination System -Infrastructure Implementation,"Project 4: The DADS Replacement Dissemination System - Infrastructure Implementation project includes tasks that provide infrastructure implementation and maintenance, security analysis, testing, performance and capacity management, configuration and change management, and disaster recovery implementation and maintenance.",2011-01-07T00:00:00Z,2012-06-29T00:00:00Z,538,,,,0.617595,0.617595,0.649725,29/05/2012,12:55:21,
6,006-000400300,724,Department of Commerce(6),Census - Data Access and Dissemination System (DADS),3065,Replacement Dissemination System - Software Development,Project 5: The DADS Replacement Dissemination System (RDS) - Software Development project includes tasks covering the application and maintenance releases for the RDS.,2011-01-07T00:00:00Z,2012-09-28T00:00:00Z,629,,,,8.141993,8.141993,8.214412,30/07/2012,8:43:56,
6,006-000400300,724,Department of Commerce(6),Census - Data Access and Dissemination System (DADS),3067,Data Conversion,Project 6: The DADS Data Conversion project includes tasks to convert and validate DADS legacy products for the Replacement Dissemination System.,2011-01-07T00:00:00Z,2011-12-21T00:00:00Z,348,2011-10-31T00:00:00Z,297,2011-12-21T00:00:00Z,0.291779,0.291797,0.511784,29/05/2012,12:55:21,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),1147,FootPrints CMDB and Inventory Manager enhanced capabilities,Upgrade Current License for Footprints and Asset Manager Products.  Add Footprints components CMDBand Service Catalog and premium care support for thoseproducts.  Purchase Contractor Support Engagement to have thecontractor on site to help get the products up and running andprovide training to our staff members.,2011-01-02T00:00:00Z,2012-12-31T00:00:00Z,729,,,,0.105,0.105,0.105,26/04/2012,6:51:14,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),1148,HCHB Network,Infrastructure backbone for IT Services for HCHB Campus.,2005-01-10T00:00:00Z,2016-09-30T00:00:00Z,4280,,,,44,8.123272,7.516272,29/06/2012,7:21:57,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),1149,ITCSC help desk,Office of the Secretary IT Help Desk.,2005-01-10T00:00:00Z,2016-09-30T00:00:00Z,4280,2012-03-30T00:00:00Z,2635,2012-09-30T00:00:00Z,11,3.5,3.5,26/04/2012,6:51:14,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),1150,OIG IT Helpdesk,DOC OIG is using contracting service perform operations and maintenance (O and M) support of the Information Technology (IT) enterprise environment.,2011-03-10T00:00:00Z,2016-09-30T00:00:00Z,2030,,,,5.6,0.1,0.1,30/05/2012,9:55:41,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),1151,OIG IT Infrastructure,"OIG intends to acquire contractor services to accomplish the following IT engineering projects: Windows System Upgrade, Network Security - OIG managed, PIV / OAC Card Logical Access, PKI Security Internal email encryption, NARA certify all OIG servers, Desktop Web Conferencing, Upgrade COOP to HOT SITE, VOIP upgrade with MS Outlook, Exchange, Data Center Consolidation.",2011-01-12T00:00:00Z,2016-09-30T00:00:00Z,2087,,,,2,0.4,0.4,26/04/2012,6:51:14,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),1152,OIT General system support,"DOC OIG IT (O & M) support and maintenance of software, equipments, and technology refresh.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,,,,2.8,0.248,0.248,26/04/2012,6:51:14,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),1153,Upgrade EDA Network Capacity & Speed,EDA is upgrading its 4 x T1 VBNS+ network to MPLS T3 service at HQ and all regional offices.,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,631,2012-03-31T00:00:00Z,448,2012-03-19T00:00:00Z,1.0001,1,0.67299,29/06/2012,7:21:57,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),2878,CAI Integration,Retire BECCI-2 and integrate the systems into CAI. 4/12/2012:   BECCI-2 network environment has been retained. It is accessed from CAI-M.,2011-01-10T00:00:00Z,2012-01-02T00:00:00Z,357,2012-05-01T00:00:00Z,476,2012-05-02T00:00:00Z,0.2,0.2,0.2,30/05/2012,9:55:41,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),2879,Windows Rearchitecture,Windows server infrastructure rearchitecture and Windows 7 deployment.,2011-01-07T00:00:00Z,2013-03-31T00:00:00Z,814,,,,1.445,1.442,1.4451,29/06/2012,7:21:57,
6,006-000051100,725,Department of Commerce(6),Consolidated HCHB IT Infrastructure (CHII),2880,Trusted Internet Connection,Implementation of Trusted Internet Connection (TIC).,2011-01-07T00:00:00Z,2013-03-29T00:00:00Z,812,,,,0.5015,0.5015,0.4554,30/05/2012,9:55:41,
6,006-000050200,726,Department of Commerce(6),Commerce Business Environment (CBE),1961,C.Award Implementation.,"Implementation of the Web-based Acquisition Contract Writing System, C.Award.",2009-09-30T00:00:00Z,2012-06-30T00:00:00Z,1004,2012-01-20T00:00:00Z,842,2012-01-20T00:00:00Z,3.42,0.654,0.654,29/02/2012,13:20:09,
6,006-000320100,727,Department of Commerce(6),NOAA/NESDIS/ GOES Ground System,1273,Telemetry and Control Instruments,"Provide tech analysis, identification of causes, mitigation, and solutions for performance issues, develop tech specs for new systems, study new tech for possible application to NESDIS systems.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,1.5,1.5,1.5,16/08/2012,11:05:34,
6,006-000320100,727,Department of Commerce(6),NOAA/NESDIS/ GOES Ground System,1274,IT Refresh,Support IT refresh particularly compliance with configuration management and enterprise architecture guidelinesand standards.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-28T00:00:00Z,626,2012-08-31T00:00:00Z,2.495,2.495,2.495,29/06/2012,10:46:43,
6,006-000320100,727,Department of Commerce(6),NOAA/NESDIS/ GOES Ground System,1275,IT Security,GOES ground system compliance with IT security requirements including periodic recertifications.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-28T00:00:00Z,626,2012-09-28T00:00:00Z,1.65,1.65,1.65,29/06/2012,10:46:43,
6,006-000320500,770,Department of Commerce(6),NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS),1270,CLASS Data Center Migration,"This project supports the definition, analysis, design, test and implement plans for migrating all Data Center digital holdings into CLASS by 2015, as currently mandated by NESDIS management. These holdings include original data, data products, and associated metadata.",2011-01-10T00:00:00Z,2015-09-30T00:00:00Z,1723,,,,4.5,1.1,1.047,16/08/2012,10:26:34,
6,006-000320500,770,Department of Commerce(6),NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS),1271,CLASS JPSS,"This project supports continuation of load testing activities and pre- and post-launch testing and problem resolution for NPP as well as NDE, Gcom-W and Star. This effort also will begin the advanced planning of the next generation of environmental satellites.",2011-01-10T00:00:00Z,2015-09-30T00:00:00Z,1723,,,,30,7.42,6.99,16/08/2012,10:26:34,
6,006-000320500,770,Department of Commerce(6),NOAA/NESDIS/ Comprehensive Large Array-data Stewardship System (CLASS),1272,CLASS GOES-R,"This project continues the program development activities associated with developing, testing and deploying the archival systems to support the GOES-R ground segment.",2011-01-10T00:00:00Z,2017-09-29T00:00:00Z,2453,,,,42,6.7,6.605,16/08/2012,10:26:34,
6,006-000310600,776,Department of Commerce(6),"NOAA/NWS/ National Weather Service Telecommunication Gateway (NWSTG) System (Legacy, Replacement, and Critical Infrastructure Protection)",1309,NWSTG Technology Re-alignment Project,The NWSTG Technology Re-alignment project will replace aging and unsupportable hardware and software of the primary system and increase the capability of the backup system to be fully operational within 12 hours of primary system failure.,2010-12-17T00:00:00Z,2013-09-30T00:00:00Z,1017,,,,5.195,5.195,5.154,16/08/2012,11:34:40,
6,006-000310600,776,Department of Commerce(6),"NOAA/NWS/ National Weather Service Telecommunication Gateway (NWSTG) System (Legacy, Replacement, and Critical Infrastructure Protection)",1310,NWSTG Technology Re-architecture Project,The NWSTG Technology Re-architecture project will implement a totally new system architecture to support significant increases in data volumes from programs ranging from satellite to climate and implement redundant backup capabilities (hot/hot disaster recovery model).,2012-01-10T00:00:00Z,2015-12-31T00:00:00Z,1451,,,,49.89,49.89,49.89,16/08/2012,11:34:40,
6,006-000310300,777,Department of Commerce(6),NOAA/NWS/ Next Generation Weather Radar (NEXRAD) Operations and Maintenance (O&amp;M),1312,NEXRAD Software,"Provides software engineering support to meet Tri-Agency software requirements.  This is for build and update related CPCI integration activities, test equipment configuration and loading, informal testing related to Dual Polarization radar product development, Full Load testing, and general activities associated with informal testing and coordination of shorter duration builds.",2010-06-09T00:00:00Z,2012-10-26T00:00:00Z,870,2012-05-25T00:00:00Z,716,2012-05-25T00:00:00Z,0.33,0.18,0.18,29/03/2012,9:55:30,
6,006-000310300,777,Department of Commerce(6),NOAA/NWS/ Next Generation Weather Radar (NEXRAD) Operations and Maintenance (O&amp;M),1313,SPG Software,"Provides software engineering support to meet SPG requirements which are NWS specific and not shared by the other agencies.  This is for build and update related CPCI integration activities, test equipment configuration and loading, informal testing related to SPG software maintenance and testing.",2011-05-08T00:00:00Z,2012-01-08T00:00:00Z,245,2012-01-08T00:00:00Z,245,2012-01-08T00:00:00Z,0.18,0.18,0.18,29/03/2012,9:55:30,
6,006-000310300,777,Department of Commerce(6),NOAA/NWS/ Next Generation Weather Radar (NEXRAD) Operations and Maintenance (O&amp;M),1314,IT Refresh,Provides refresh of IT components to address technology obsolescence and extend the life cycle of the WSR-88D and SPG.  Commercial computer equipment supportability issues typically surface after five to seven years of service.,2011-10-20T00:00:00Z,2012-10-26T00:00:00Z,372,2012-06-29T00:00:00Z,253,2012-06-29T00:00:00Z,0.04,0.04,0.04,29/03/2012,9:55:30,
6,006-000731200,782,Department of Commerce(6),NTIA - Radio Spectrum Management - Federal Spectrum Management System (FSMS),1967,FSMS Phase 01 - Prepare &amp; Submit Frequency Proposals,Implement SXXIO Prepare and Submit Frequency Proposal.,2009-01-06T00:00:00Z,2012-06-30T00:00:00Z,1270,2012-03-31T00:00:00Z,1179,2012-06-28T00:00:00Z,6.28632,6.28632,6.28503,20/08/2012,13:38:40,
6,006-000731200,782,Department of Commerce(6),NTIA - Radio Spectrum Management - Federal Spectrum Management System (FSMS),1968,FSMS Phase 02 - Authorize Frequency Proposals,"Implement SXXIO Receive and Process Frequency Proposal, Data Standard, Equipment Characteristics Repository.",2011-02-09T00:00:00Z,2013-06-30T00:00:00Z,871,,,,12.672268,12.672268,13.059079,20/08/2012,13:38:40,
6,006-000351100,925,Department of Commerce(6),NOAA/NOAA/ IT Infrastructure,1304,NOAAnet,"Planning and beginning execution of a collection of integrated networks, with as little redundancy as possible. includes: development of governance structure to enable leverage of each other's networks, matching of service-level agreements to requirements, ensuring networks are assigned appropriate and acceptable risk levels, developing a central repository of circuits and associated agreements, contracts consolidation and routing through Trusted Internet Connection Access Providers (TICAPS).",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,4.25,4.25,4.25,26/10/2011,8:04:32,
6,006-000351100,925,Department of Commerce(6),NOAA/NOAA/ IT Infrastructure,1305,UMS,"Unified Messaging Service (UMS) (Messaging/calendar/collaboration/information sharing integration) - contract for these services on the Cloud, awarded 6/11. The 500 users of the Google Apps Pilot, begun in 4/09, will be migrated by end of 8/11; all of NOAA, by the end of 12/11. Interim Authority to Operate will be given by end of 8/11; Authority to Operate by end of 12/11. Planning documents were completed in 7/11. Redundant applications in current system will be eliminated.",2011-01-07T00:00:00Z,2012-06-30T00:00:00Z,539,2012-06-30T00:00:00Z,539,2012-06-30T00:00:00Z,4.8105,4.8105,4.8105,31/07/2012,11:56:43,
6,006-000351100,925,Department of Commerce(6),NOAA/NOAA/ IT Infrastructure,1306,IT Security,"Includes NOAA Cyber Security Center service augmentation, implementation of HSPD-12 and completion of C&As for 3 security systems in FY11.",2011-01-04T00:00:00Z,2012-09-30T00:00:00Z,634,,,,13.783,13.782214,10.460022,16/08/2012,10:33:37,
6,006-000351100,925,Department of Commerce(6),NOAA/NOAA/ IT Infrastructure,1307,NOAALink,"Includes improving the efficiency and cost-effectiveness of this procurement process by such means as IT cost-reduction initiatives, and incorporation of large business vendors.",2011-01-04T00:00:00Z,2012-09-30T00:00:00Z,634,2012-09-30T00:00:00Z,634,2012-09-30T00:00:00Z,3.734,3.733338,3.733338,31/07/2012,11:56:43,
6,006-999994060,926,Department of Commerce(6),OS OHRM Human Resource Management System (HRMS),1987,HRMS Program Office,Program/project management support and oversight for all planned activities.,2011-01-02T00:00:00Z,2014-09-30T00:00:00Z,1366,,,,0.707722,0.507256,0.503887,29/06/2012,7:10:04,
6,006-999994060,926,Department of Commerce(6),OS OHRM Human Resource Management System (HRMS),1988,Workforce Analytics (WA) Deployment,Deploy Treasury Workforce Analytics to DOC FOCUS users.,2011-09-30T00:00:00Z,2012-02-29T00:00:00Z,152,,,,0.29143,0.29143,0.29143,30/01/2012,8:16:18,
6,006-999994060,926,Department of Commerce(6),OS OHRM Human Resource Management System (HRMS),1989,Census Migration,Completion of all activities to migrate Census to Treasury HR Connect.,2011-02-21T00:00:00Z,2012-08-08T00:00:00Z,533,2012-06-30T00:00:00Z,494,2012-08-08T00:00:00Z,5.16559,5.165584,5.079489,20/08/2012,12:23:36,
6,006-999994060,926,Department of Commerce(6),OS OHRM Human Resource Management System (HRMS),1990,"DOCHROC, USPTO, ITA/FS/CS Migration","Completion of all activities to migrate DOCHROC, USPTO, ITA/FS/CS to Treasury HR Connect.",2011-06-28T00:00:00Z,2013-06-06T00:00:00Z,709,,,,4.50311,4.503101,4.428159,20/08/2012,12:23:36,
6,006-999994060,926,Department of Commerce(6),OS OHRM Human Resource Management System (HRMS),1991,Census Decennial Migration,Completion of all activities to reach go/no decision to migrate Census Decennial to Treasury HR Connect and subsequent migration (if applicable).,2012-02-04T00:00:00Z,2013-09-30T00:00:00Z,603,,,,3.835079,3.835079,3.835079,30/01/2012,8:16:19,
6,006-999994060,926,Department of Commerce(6),OS OHRM Human Resource Management System (HRMS),1992,"NIST, OIG Migration",Completion of all activities to migrate NIST and OIG to Treasury HR Connect.,2012-10-31T00:00:00Z,2013-09-30T00:00:00Z,333,,,,1.77327,1.761699,1.761699,20/08/2012,12:23:36,
6,006-000803100,927,Department of Commerce(6),USPTO Fee Processing Next Generation (FPNG),847,Configure COTS FPNG,"Configure Momentum to be the Revenue Subsidiary Ledger for FPNG - Includes pricing table, accounts receivable, accounts payable, deposit account agreements, and patent/trademark application notebooks.",2010-12-15T00:00:00Z,2012-08-28T00:00:00Z,621,2012-08-28T00:00:00Z,621,2012-08-28T00:00:00Z,1.29675,1.29675,1.22086,15/08/2012,7:06:26,
6,006-000803100,927,Department of Commerce(6),USPTO Fee Processing Next Generation (FPNG),848,Create Reports in EDW FPNG,Implement ETL Tool and Pull Momentum data into the EDW. Reports from the RAM and from the Momentum data sources can be compared to ensure conversion and ongoing synchronization.,2011-06-30T00:00:00Z,2012-12-31T00:00:00Z,550,,,,2.04412,2.04412,2.04412,15/08/2012,7:06:26,
6,006-000803100,927,Department of Commerce(6),USPTO Fee Processing Next Generation (FPNG),849,FPNG UI&I Prototype 1.0,"Set up the basic FPNG physical architecture and become familiar with the selected FPNG technology stack. Also, work through the Agile development methodology and determine best policies / procedures for moving forward.",2011-05-27T00:00:00Z,2011-11-18T00:00:00Z,175,2011-11-17T00:00:00Z,174,2011-11-17T00:00:00Z,0.73381,0.73381,0.7838,29/06/2012,11:47:36,
6,006-000803100,927,Department of Commerce(6),USPTO Fee Processing Next Generation (FPNG),850,Migrate Legacy Data to COTS FPNG,Convert historical RAM data into the Momentum COTS database.,2010-12-15T00:00:00Z,2012-12-31T00:00:00Z,747,,,,2.40462,2.40462,2.40389,29/06/2012,11:47:36,
6,006-000803100,927,Department of Commerce(6),USPTO Fee Processing Next Generation (FPNG),851,FY11 Manage Program,Manage overarching business and technical dependencies. Prepare and continually update program management plan documents. Provide stakeholder communications.,2011-03-01T00:00:00Z,2011-09-30T00:00:00Z,212,2011-09-30T00:00:00Z,212,2011-09-30T00:00:00Z,2.291,2.291,0.627391,29/06/2012,11:47:36,
6,006-000803100,927,Department of Commerce(6),USPTO Fee Processing Next Generation (FPNG),852,Decouple FPNG from Legacy Systems,Remove database links between RAM and other USPTO systems and replace them with web services. More loosely coupled integrations will ease the transition from RAM to FPNG.,2011-01-10T00:00:00Z,2012-12-28T00:00:00Z,718,2012-12-28T00:00:00Z,718,2013-03-27T00:00:00Z,2.05995,2.05995,2.05994,15/08/2012,7:06:26,
6,006-000803100,927,Department of Commerce(6),USPTO Fee Processing Next Generation (FPNG),853,FY12 Manage Program,Manage overarching business and technical dependencies. Determine overall program transition. Prepare and continually update program management plan documents. Provide stakeholder communications.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,1.035,1.035,0.982,15/08/2012,7:06:26,
6,006-000803100,927,Department of Commerce(6),USPTO Fee Processing Next Generation (FPNG),854,FPNG UI&I Reference Data Services,Turn off reference data entry functionality in RAM and replace with FPNG user interface that will update Momentun reference tables during dual processing. Momentun will then update RAM reference tables.,2011-10-19T00:00:00Z,2012-11-30T00:00:00Z,408,,,,3.45217,3.45217,3.5804,15/08/2012,7:06:26,
