Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Projected/Actual Cost ($ M),Updated Date,Updated Time,Column
7,007-000002213,54,Department of Defense(7),"MANEUVER CONTROL SYSTEM, V6.4",2678,Hardware Procurement,Workstation and BCCS Server hardware procurement for initial and technical refresh of units.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,18.032,18.032,18.032,4/1/2012,13:31:42,
7,007-000002213,54,Department of Defense(7),"MANEUVER CONTROL SYSTEM, V6.4",2679,Software Licenses and Support,"Initial software license costs as well as maintenance licensing, including associated software support.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,24.563,24.563,24.563,4/1/2012,13:31:42,
7,007-000002213,54,Department of Defense(7),"MANEUVER CONTROL SYSTEM, V6.4",2680,Field Support,"Field Support Representatives, Senior Trainers and other fielding support efforts in support of Tactical Mission Command suite of products.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,28.34,28.34,28.35,4/1/2012,13:31:42,
7,007-000002213,54,Department of Defense(7),"MANEUVER CONTROL SYSTEM, V6.4",2681,Program Management Support,Program support costs to monitor and execute the program.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,7.086,7.086,7.086,4/1/2012,13:31:42,
7,007-000002166,55,Department of Defense(7),Advanced Field Artillery Tactical Data System,2669,AFATDS Capability Set 13-14 (V6.8),"A multi-service joint and combined forces Fire Support Battle Command system.  The system pairs targets to weapons to provide optimum use of fire support assets and timely execution of fire missions.  The system automates the planning, coordinating & controlling of all fire support assets.",2010-02-28T00:00:00Z,2012-12-17T00:00:00Z,1023,,,,23.4,15.6,15.6,20/01/2012,13:04:56,
7,007-000002166,55,Department of Defense(7),Advanced Field Artillery Tactical Data System,2670,AFATDS Capability Set 15-16 (V6.8.X),"A multi-service joint and combined forces Fire Support Battle Command system.  The system pairs targets to weapons to provide optimum use of fire support assets and timely execution of fire missions.  The system automates the planning, coordinating & controlling of all fire support assets.",2012-03-26T00:00:00Z,2015-03-15T00:00:00Z,1084,,,,59.1,19.7,19.7,20/01/2012,13:04:56,
7,007-000003146,56,Department of Defense(7),Consolidated Afloat Networks Enterprise Service,2682,Engineering and Manufacturing Development,"Supports operational assessment (OA), completion of regulatory and statutory requirements for Milestone (MS) C, and initial CANES installation aboard a Guided Missile Destroyer (DDG) platform.  OA is required to achieve MS C.  The first DDG installation is required to perform and complete Initial Operational Test and Evaluation (IOT&E), which is required to achieve Full Deployment Decision (FDD).",2010-04-03T00:00:00Z,2012-06-29T00:00:00Z,818,2012-06-29T00:00:00Z,818,2012-06-29T00:00:00Z,161.841,117.691,112.976,13/03/2012,12:32:16,
7,007-000003146,56,Department of Defense(7),Consolidated Afloat Networks Enterprise Service,2683,Limited Deployment,Limited Deployment (LD) Contract Award after a down-select to single CANES design. Includes follow-on effort to procure LD fielding units and all associated production activities.,2012-01-31T00:00:00Z,2013-12-31T00:00:00Z,700,2013-12-31T00:00:00Z,700,2013-12-31T00:00:00Z,569.976,196.602,196.602,29/02/2012,11:51:51,
7,007-000003538,57,Department of Defense(7),Next Generation Enterprise Network,2684,Next Generation Enterprise Network (NGEN) - Transition from NMCI to NGEN,"Next Generation Enterprise Network (NGEN) is an enterprise network which will provide secure, net-centric data and services to Navy and Marine personnel and represents the continuous evolution of information technology at the Department of Navy. NGEN forms the foundation for the DON''s future Naval Network Environment that will be interoperable with and leverage other Department of Defense-provided Net-Centric Enterprise Services.  As the successor to the Navy Marine Corps Internet (NMCI), is being developed to provide increased Navy command and control through ownership of the network and decrease costs through competition of various segments of the operation instead of a single service contract.  This project encompasses the transition from NMCI to NGEN.",2009-10-08T00:00:00Z,2014-04-30T00:00:00Z,1665,2012-02-22T00:00:00Z,867,2012-12-11T00:00:00Z,1252.364,7.8,0,11/5/2012,7:17:09,
7,007-000004035,58,Department of Defense(7),"DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM, REAL-TIME AUTOMATED PERSONNEL IDENTIFICATION SYSTEM, AND COMMON ACCESS CARD",2687,"Cyber Identity, Monitoring, & Enforcement",Expand the DMDC classified environment to provide a high availability environment in collaboration with DoD partners.,2011-09-16T00:00:00Z,2014-09-30T00:00:00Z,1110,,,,1.85,0.916,0.916,2/4/2012,9:35:52,
7,007-000004035,58,Department of Defense(7),"DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM, REAL-TIME AUTOMATED PERSONNEL IDENTIFICATION SYSTEM, AND COMMON ACCESS CARD",2688,T3 Transition Requirements,"Develop and execute enrollment, operations, and customer service improvements, as well as the security mandates, management controls and transition requirements for T3.",2011-06-16T00:00:00Z,2013-04-30T00:00:00Z,684,,,,15.56,15.56,15.56,7/3/2012,7:25:01,
7,007-000004035,58,Department of Defense(7),"DEFENSE ENROLLMENT ELIGIBILITY REPORTING SYSTEM, REAL-TIME AUTOMATED PERSONNEL IDENTIFICATION SYSTEM, AND COMMON ACCESS CARD",3043,RAPIDS Lifecycle Refresh,"Implement a lifecycle refresh on RAPIDS, upgrading the operating system from Window XP to Windows 7.  This upgrade will require on-site worlwide implementation.",2012-02-04T00:00:00Z,2013-09-30T00:00:00Z,603,,,,3.99,3.99,3.99,7/3/2012,7:25:01,
7,007-000006046,60,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - MARITIME (GCCS-M),2695,Global Command and Control System - Maritime (GCCS-M) Procurement and Fielding,"Procure associated software licenses and install GCCS-M on 18 Group/Unit Level ships and 4 Force Level ships, as well as provide associated logistics support and initial training efforts.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,5.938,5.937,5.937,3/1/2012,11:07:26,
7,007-000006046,60,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - MARITIME (GCCS-M),2696,GCCS-M Increment 2 Group Level Software Development,"Development, integration, and testing of GCCS-M Increment 2 software for Group Level ships.",2011-02-10T00:00:00Z,2012-09-30T00:00:00Z,597,2012-09-30T00:00:00Z,597,2012-09-30T00:00:00Z,17.58,17.58,17.58,16/01/2012,9:44:35,
7,007-000006189,63,Department of Defense(7),JOINT PRECISION APPROACH AND LANDING SYSTEM,2698,Joint Precision Approach and Landing System (JPALS) Increment 1A,"The Joint Precision Approach and Landing System (JPALS) program is a Joint Program with Tri-Service partners for acquisition of JPALS including the Navy Program Executive Office, Tactical (PEO(T))/Program Manager, Air (PMA213), Patuxent River, MD, Air Force (653rd Electronic Systems Wing (653 ELSW)), Hanscom Air Force Base (AFB), MA), and Army (PEO Aviation, Redstone Arsenal, AL). JPALS is a Global Positioning System (GPS)-based precision approach and landing system that will replace several aging and obsolete aircraft landing systems with a family of systems that is more affordable and will function in more operational environments, and support all Department of Defense (DoD) Land and Sea Based applications. The National Defense Strategy of the United States of America calls for highly mobile forces that can rapidly respond to crises worldwide. Success in meeting this challenge requires the ability to land aviation assets virtually anywhere, at any time. JPALS will provide this capability by being rapidly deployable, survivable and interoperable among the U.S. Services and with U.S. allies, as well as with civil aircraft and landing facilities. JPALS will eventually support unmanned and highly automated aircraft, and will be able to operate during restricted Emission Control (EMCON) conditions.The approved JPALS Acquisition Strategy has acquisition broken into seven increments, based on technology maturity and Service needs. Increment 1 Sea Based JPALS is separated into two phases; Increment 1A ship based systems and Increment 1B aircraft integration. Navy is the lead for Increments 1A and 1B only.",2008-09-15T00:00:00Z,2014-06-30T00:00:00Z,2114,2014-06-30T00:00:00Z,2114,2014-06-30T00:00:00Z,1274.29,1274.29,1274.29,26/10/2011,9:10:45,
7,007-000006170,65,Department of Defense(7),Mission Planning Systems (Increment III),2697,Sustainment of Platform MPEs,Sustainment of Platform MPEs.,2010-01-03T00:00:00Z,2014-01-03T00:00:00Z,1461,,,,3.6,2.8,2.8,26/10/2011,9:10:44,
7,007-000006191,66,Department of Defense(7),AF NC3-MEECN Modernization,2801,Minuteman MEECN Program Upgrade (MMP-U),"Provides ICBM forces with survivable, reliable and secure VLF/LF and AEHF connectivity from the President.  MMP-U also provides enhanced operator terminal control to allow the missile crew to switch between satellites.",2005-01-15T00:00:00Z,2015-12-30T00:00:00Z,4001,,,,209.5,73.966,73.966,31/10/2011,7:48:18,
7,007-000006191,66,Department of Defense(7),AF NC3-MEECN Modernization,2802,Global Aircrew Strategic Network Terminal (Global ASNT),"NC2 system replacing existing mission-deficient unsustainable systems at bomber, tanker and reconnaissance wing command posta and mobile support teams. Provides an AEHF, VLF/LF and UHF aircrew alerting system.",2011-01-10T00:00:00Z,2020-12-30T00:00:00Z,3642,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,638.7,16.391,16.391,31/10/2011,7:48:18,
7,007-000006312,69,Department of Defense(7),DEFENSE TRAVEL SYSTEM,2701,Operations and Sustainment,"Personnel, facilities, equipment, tools, materials, supervision and other items and services needed to operate and sustain the Defense Travel System.",2010-05-09T00:00:00Z,2012-04-09T00:00:00Z,701,,,,51.42,51.42,51.42,29/02/2012,11:38:47,
7,007-000006312,69,Department of Defense(7),DEFENSE TRAVEL SYSTEM,2702,DTS Production Environment Development,"Personnel, facilities, equipment, tools, materials, supervision, and other items and services, as needed to analyze and develop proposed functionality, interfaces or technology insertion in the DTS.",2011-03-01T00:00:00Z,2012-04-09T00:00:00Z,404,,,,8.869,8.869,8.869,29/02/2012,11:24:02,
7,007-000006298,71,Department of Defense(7),LOGISTICS MODERNIZATION PROGRAM,2700,Logistics Modernization Program - Increment 2 (Expanded Industrial Base (EIB)),"LMP - Increment 1 was fully fielded as of October 2010 and is on target to achieve Full Deployment status on the deployed operational baseline in December 2011.   The objective of the LMP - Increment 2 is to enhance LMP by implementing and fully integrating the documented and approved Expanded Industrial Base (EIB) requirements. The EIB requirements include Shop Floor Automation (SFA), Item Unique Identification (IUID), Enterprise Equipment Master (EEM), Automated Identification Technology (AIT), and Plant Equipment Maintenance (PM). Over the past five years, the EIB requirements have emerged from the DoD, the Army and the AMC industrial base. Under close examination of the total requirements set and in line with the current LMP solution, it became clear that EIB requirements were very interrelated and needed to be designed and tested together in a comprehensive solution based on the SAP capabilities. Examination of the complexity involved in implementing these requirements independently is neither logical nor supportable within current resource constraints. Accordingly, the Army determined the need to address these requirements by expanding the LMP solution. The solution for these requirements will be designed, built, and tested together and implemented in cohesive packages to the LMP user community that will meet the critical needs of the various stakeholders, enabling the Department to achieve a clean audit while providing interoperable tools for total asset visibility across the Defense Enterprise.  Ultimately, LMP - Increment 2 will enhance the efficiency and effectiveness of the currently deployed solution by providing the critical (e.g. must have) SFA requirements integrated with IUID, EEM, AIT, and PM. The enhancements provided by EIB will provide access to real-time supply chain information at all levels of the enterprise down through the shop floor, and will result in manufacturing (MAN) and remanufacturing (REMAN) capabilities that will improve visibility of work-in-process (WIP), quality management, capacity planning, and traceability/genealogy capability; and implementation of electronic work instructions. Implementation of a consolidated approach of these enhancements at the depots and arsenals will help minimize re-work, causative research, material cost escalation and labor costs increases and comply with the DoD IUID implementation directive.",2012-01-15T00:00:00Z,2015-10-15T00:00:00Z,1368,2012-12-31T00:00:00Z,351,2012-12-31T00:00:00Z,32.67,32.67,32.67,26/07/2012,11:53:33,
7,007-000006491,73,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2709,Software Development,Software and system engineering for GCCS/DRRS-A modernization.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,0.37,0.37,0.37,16/01/2012,10:44:32,
7,007-000006491,73,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2710,Software Development,Data Engineering for GCCS-A/DRRS-A modernization.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,1.416,1.416,1.416,16/01/2012,10:44:32,
7,007-000006491,73,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2711,Software Development,Software development of automated command and control tools for GCCS-A/DRRS-A modernization.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,16.525,16.525,16.525,16/01/2012,10:44:32,
7,007-000006491,73,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2712,Test and Evaluation,Test and evaluaiton for the GCCS-A/DRRS-A modernization.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,0.5,0.5,0.5,16/01/2012,10:44:32,
7,007-000006491,73,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2713,PMO Support,Support and management for GCCS-A/DRRS-A modernization.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,1.101,1.101,1.101,16/01/2012,10:44:32,
7,007-000006491,73,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2714,Hardware,"GCCS-A/DRRS-A Commercial Off-The-Shelf (COTS) hardware procurement consisting of servers, laptops and desktops.",2011-10-10T00:00:00Z,2012-09-30T00:00:00Z,356,2012-09-30T00:00:00Z,356,2012-09-30T00:00:00Z,4.964,4.964,4.964,16/01/2012,10:44:32,
7,007-000006491,73,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2715,Software Support,GCCS-A/DRRS-A software intial/maintenance licensing and software support.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,6.23,6.23,6.23,16/01/2012,10:44:32,
7,007-000006491,73,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2716,Fielding Support,Field Support Representatives (FSRs) deployed CONUS and OCONUS to install and configure systems.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,4.306,4.306,4.306,16/01/2012,10:44:32,
7,007-000006491,73,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2717,Training Support,Trainers to prepare units prior to deployment.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,1.638,1.638,1.638,16/01/2012,10:44:32,
7,007-000006491,73,Department of Defense(7),GLOBAL COMMAND AND CONTROL SYSTEM - ARMY,2718,PMO Support,Coordination of schedules and management activities to ensure support to the warfighter.,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,628,2012-09-30T00:00:00Z,1.682,1.682,1.682,16/01/2012,10:44:32,
7,007-000006368,74,Department of Defense(7),NAVSTAR GLOBAL POSITIONING SYSTEM (GPS),2703,Sea Navigation Warfare (NAVWAR),"Sea NAVWAR is an ACAT III program that consists of three incrments.  Increment 1 GPS Antenna System (GAS-1), Increment 2 Advanced Digital Antenna Production (ADAP), and Increment 3 Submarine Anti-Jam GPS Enhancement (SAGE).",2011-05-15T00:00:00Z,2012-11-15T00:00:00Z,550,2012-11-15T00:00:00Z,550,2012-11-15T00:00:00Z,180.1,180.1,180.1,26/10/2011,9:10:48,
7,007-000006388,75,Department of Defense(7),Tactical Data Link System,2704,Common Link Integration Processing (CLIP),CLIP is a software development program that provide an enterprise solution for LINK-16 and Joint Range Extension Application Protocol message processing.,2008-01-06T00:00:00Z,2012-01-04T00:00:00Z,1459,,,,200.241,8.55,8.55,26/10/2011,9:10:50,
7,007-000006388,75,Department of Defense(7),Tactical Data Link System,2705,Situation Awareness DataLink (SADL),"The Situation Awareness DataLink (SADL) integrates US Air Force Close Air Support (CAS) aircraft with the digitised battlefield via the US Army Enhanced Position Location Reporting System (EPLRS). SADL is designed to provide fighter-to-fighter, air-to-ground and ground-to-air high speed data communications that are robust, secure, jam-resistant and contention free. It has automatic and on-demand position and status reporting for situation awareness.The US Army''s Force Battlefield Command for Brigade and Below (FBCB2) employs EPLRS as the data communication system backbone for the Tactical Internet (TI). SADL, a variant of EPLRS for aircraft, takes advantage of the EPLRS networking and communications services to provide the pilot with situation awareness and combat ID for the TI.The SADL radio is integrated with the aircraft avionics and displays, providing the pilot with real-time visual tactical data exchange with his wingmen, supporting a variety of co-operative engagement tactics. Fighter positions, radar targets, fuel/weapons stores and ground target positions are shared. The fighter-to-fighter SADL network operation is autonomous and does not rely on the ground-based TI, but can join it, when present, to acquire the ground friendly TI position data. The pilot controls the point around which he can see the closest five TI ground positions, providing for fratricide avoidance in CAS missions. Network planning and initialisation is claimed to be simple and can be customised from the cockpit.",2007-03-01T00:00:00Z,2012-09-30T00:00:00Z,2039,,,,41.615,4.5,4.5,26/10/2011,9:10:50,
7,007-000006388,75,Department of Defense(7),Tactical Data Link System,2706,Pocket-J,"The Pocket-Js are ground stations that allow the Continental U.S. NORAD Region, or CONR, and Air Forces Northern''s two Air Defense Sectors to directly communicate over data-links to fighter, command and control, and other data link equipped aircraft. This allows pilots to get a visual representation of where a track of interest, commonly referred to as a TOI, is rather than relying solely on voice communication to locate errant aircraft.",2009-01-04T00:00:00Z,2012-09-30T00:00:00Z,1364,,,,90.923,16.29,16.29,26/10/2011,9:10:50,
7,007-000006388,75,Department of Defense(7),Tactical Data Link System,2707,Link 16 Alaska (LAK),Link 16 Alaska is a program consisting of 16 remotely managed Link 16 ground entry points throughout the Alaskan AOR.,2010-01-09T00:00:00Z,2012-06-30T00:00:00Z,902,,,,84.986,12.42,12.42,26/10/2011,9:10:50,
7,007-000006524,77,Department of Defense(7),Joint Tactical Radio System (JTRS) - Airborne and Maritime/Fixed Station (AMF),2719,System Development Demonstration (SDD),Contract awarded to Lockheed Martin Corp 28 March 2008.  Vendor will design and develop two working form factors with demonstrated capability to run five waveforms in an NSA certified environment.,2008-03-28T00:00:00Z,2013-11-30T00:00:00Z,2073,2013-11-30T00:00:00Z,2073,2013-11-30T00:00:00Z,1595.233,682.685,453.17,30/01/2012,13:41:19,
7,007-000006555,78,Department of Defense(7),DEPLOYABLE JOINT COMMAND AND CONTROL (DJC2),2720,Tech Insertion/Refresh Design,Follow-on tech insertion to include design and integration of infrastructure and architecture upgrades.,2009-01-10T00:00:00Z,2010-10-31T00:00:00Z,658,2010-10-31T00:00:00Z,658,2010-10-31T00:00:00Z,5.254,5.254,4.566,4/1/2012,13:31:43,
7,007-000006555,78,Department of Defense(7),DEPLOYABLE JOINT COMMAND AND CONTROL (DJC2),2721,Tech Insertion/Refresh Design,Follow-on tech insertion to include design and integration of infrastructure and architecture upgrades.,2010-01-10T00:00:00Z,2017-09-30T00:00:00Z,2819,2012-12-30T00:00:00Z,1085,2012-12-30T00:00:00Z,25.371,7.977,8.051,20/07/2012,6:21:31,
7,007-000006555,78,Department of Defense(7),DEPLOYABLE JOINT COMMAND AND CONTROL (DJC2),2722,Tech Insertion/Refresh Production,DJC2 system tech insertion and tech refresh to address obsolescence and security vulnerabilities.,2010-01-10T00:00:00Z,2017-09-30T00:00:00Z,2819,2013-03-30T00:00:00Z,1175,2013-03-30T00:00:00Z,54.591,17.536,18,20/07/2012,6:21:31,
7,007-000006555,78,Department of Defense(7),DEPLOYABLE JOINT COMMAND AND CONTROL (DJC2),2723,Operations and Maintenance,Operations and Maintenance of DJC2 systems.,2010-01-10T00:00:00Z,2017-09-30T00:00:00Z,2819,2012-09-30T00:00:00Z,993,2012-09-30T00:00:00Z,107.09,32.739,29.176,20/07/2012,6:21:31,
7,007-000006965,80,Department of Defense(7),NET CENTRIC ENTERPRISE SERVICES,2727,Net Centric Enterprise Services pre-planned product improvements,"Net-Centric Enterprise Services (NCES): The Program Executive Office (PEO) for Global Information Grid (GIG) Enterprise Services (GES) provides a portfolio of critical enterprise services to Warfighter, Business, and Intelligence end-users on the Secret Internet Protocol Router Network (SIPRNet) and the Non-Classified Internet Protocol Router Network (NIPRNet). This portfolio of services includes the services delivered by the Net-Centric Enterprise Services (NCES) Program, allows more than 2 million authorized Department of Defense (DoD) users to share information and collaborate across Components/Combatant Commands/Joint Staff/Agencies using a suite of web-accessible Collaboration capabilities supporting authorized DoD users and unanticipated users from outside the DoD; a Portal that allows users to access and share relevant information through a web-based presentation; Enterprise Search and Content Delivery services that support the exposure, discovery, retrieval, and delivery of protected information; and a Service Oriented Architecture Foundation (SOAF) to enable programs to share services-based applications across the GIG while leveraging information assurance and NetOps capabilities.The PEO-GES portfolio is rapidly expanding to include the Strategic Knowledge Integration Web (SKIWeb) service to provide decision and event management support to a widespread user base ranging from Combatant Commanders to the Joint Staff to Coalition partners on the SIPRNet; the DoD Visitor capability that allows enterprise users to go anywhere in the DoD, login, and be productive; an enterprise authoritative data source registry to provide one-stop access to DoD data source directories; and Identity and Access Management services that provide the basis for replacing time- and resource-intensive manual processes with near real-time automated account provisioning and access control.The individual capabilities within the portfolio of services provide the user with the flexibility to couple the services in varying ways providing unprecedented access to web and application content to support the users' varying and evolving missions.",2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,628,,,,155.198,1.2,1.2,26/10/2011,9:10:57,
7,007-000006587,82,Department of Defense(7),Joint Tactical Radio System (JTRS) - NETWORK ENTERPRISE DOMAIN (NED),2724,Network Enterprise Domain (NED) Engineering and Manufacturing Development,"JTRS Waveforms and Network Management System Design and Development: development, testing and certification of software-defined legacy and networking radio waverforms for integration on the JTRS Products (Ground Mobile Radios (GMR), Handheld, Manpack, Small Form Fit (HMS), Airborne and Maritime / Fixed Station (AMF) and Multifunctional Information Distribution System (MIDS)).",2001-01-10T00:00:00Z,2015-01-01T00:00:00Z,5104,2015-01-01T00:00:00Z,5104,2015-01-01T00:00:00Z,1873.244,563.12,563.12,5/4/2012,12:09:10,
7,007-000001854,86,Department of Defense(7),Battle Control System Fixed,2664,Battle Control System-Fixed,"Battle Control System Fixed (BCS-F) is the cornerstone system for the North American Aerospace Defense Command/US Northern Command (NORAD/NORTHCOM) Homeland Defense mission.  BCS-F provides 24 hours, 7 days a week, 365 days a year Command and Control (C2) mission support within the United States and Canada to include Alaska, Hawaii, US Virgin Islands and Puerto Rico.  Its five operational locations within the US and Canada execute surveillance, identification, data link operations, weapons control, and air battle management within their respective areas of operation.  BCS-F supports other DoD and Governmental Agencies in support of various Homeland Security missions and civil relief operations.  It conducts other Special Security Event missions (Super Bowl, Presidential Inaugurations, and other requirements) and is tasked with the protection of the President and Vice-President of the US.  BCS-F conducts operations and provides tactical control for the defense of the National Capital Region mission.  The delivered capabilities of BCS-F fill existing and emerging capability and performance gaps in command and control missions, Homeland and theater air defense, civil relief, airspace management, data link management, air surveillance, weapons control, and aircraft identification.  Additionally, BCS-F enabled the cost-saving closure of one of three CONUS Air Defense Sectors, increased radar input capacity and area of coverage, and increased flight plan processing capacity.  The upgrade of hardware and software components significantly increased system operational availability and stopped sustainment shortfalls created by diminishing resources.",2006-12-26T00:00:00Z,2012-02-17T00:00:00Z,1879,,,,89.3,89.3,89.3,23/02/2012,10:30:17,
7,007-000000599,899,Department of Defense(7),Integrated Personnel and Pay System - Army,2597,Integrated Personnel and Pay System - Army (IPPS-A) Increment I,"IPPS-A will provide the Army with an integrated, multi-Component, personnel and pay system which streamlines Army Human Resources (HR), enhances the efficiency and accuracy of Army personnel and pay procedures, and supports Soldiers and their families.   IPPS-A will be a web-based tool, available 24 hours a day, accessible to Soldiers, HR professionals, Combatant Commanders, personnel and pay managers, and other authorized users throughout the Army.  IPPS-A addresses major deficiencies in the delivery of military personnel and pay services and also provides internal controls and audit procedures that prevent erroneous payments and loss of funds.  IPPS-A will ultimately support the Army Hire to Retire end-to-end business process. Increment I will provide the data foundation for building functional business processes necessary to fully support the Hire to Retire life cycle across all Increment II releases. By the completion of Increment I, IPPS-A will have established a multi-Component trusted database, system infrastructure and the ability to generate multi-Component reports.",2009-08-09T00:00:00Z,2012-07-12T00:00:00Z,1068,,,,137.526,118.859,151.52,11/1/2012,8:35:33,
7,007-000001005,900,Department of Defense(7),Biometrics Enabling Capability,2612,Biometrics Enabling Capability,"Biometrics Enabling Capability (BEC), an Acquisition Category (ACAT) 1- Special Interest Program, will be the Department of Defense's (DoD) authoritative biometric database repository.  Capabilities shall include multi-modal storage and matching, state-of-the-art Service Oriented Architecture (SOA), management portal, Biometrically Enabled Watch-List (BEWL), increased system capacity and processing ability and system interoperability and data sharing with government agencies and stakeholders including Department of Justice's (DOJ), Federal Bureau of Investigation (FBI), Department of Homeland Security (DHS), National Ground Intelligence Center (NGIC), Department of State (DOS), United States Central Command (USCENTCOM), United States Special Operations Command (USSOCOM) and other DoD and Federal agencies as required. Next Generation-Automated Biometric Identification System (NG-ABIS) is currently a Quick Reaction Capability (QRC) and will transition into BEC Increment 0 upon receiving a Full Deployment Decision (FDD).  NG-ABIS provides a robust capability for distinguishing friend from foe in hot spots around the globe.  NG-ABIS enables near-instantaneous device-to-database communication and lays the foundation for enhanced device-to-device communication, reducing cycle and response times.  NG-ABIS receives submissions from existing QRC-based collection devices (e.g. Biometrics Automated Toolset (BAT) and Handheld Interagency Identity Detection Equipment (HIIDE) and objective tactical collection devices being developed as part of the Joint Personnel Identification version 2 (JPIv2) program.  NG-ABIS also receives request by authorized users to perform storage retrieval, searches of biometric data collection and matching results.  NG-ABIS provides a reliable and effective tool to its primary beneficiary, the Warfighter, for overseas operations by allowing them to make near real-time retention, capture or release decision, resulting in enhanced safety and in-theater effectiveness.",2008-01-10T00:00:00Z,2012-12-31T00:00:00Z,1817,2012-12-31T00:00:00Z,1817,2013-06-29T00:00:00Z,131.388,19.52,25.376,23/02/2012,10:30:16,
7,007-000001009,901,Department of Defense(7),Joint Personnel Identification System,2613,Joint Personnel Identification System,"Joint Personnel Indentification Version 2 (JPIv2) will provide an Army tactical biometric collection capability to capture a person''s biometric data and enroll them into the DoD enterprise authoritative biometric database to positively identify and verify the identity of actual or potential adversaries.  JPIv2 development will be informe by prototype collection capabilities provided by the Biometrics Automated Toolset-Army (BAT-A) and the Handheld Interagency Identity Detection Equipment (HIIDE).  U.S. forces are currently operating unilaterally or in combination with joint, multinational and interagency partners to identify unknown individuals and verify the identity of person(s) in any situation across the full spectrum of military operations, to include Overseas Contingency Operations. Capabilities envisioned for JPIv2 will be configurable for multiple operational mission environments. Tactical biometric capabilities will revolutionize individual-oriented DoD operations such as detainee management and questioning, base access, counterintelligence screening, border control, humanitarian assistance and displaced persons management by increasing identification accuracy; imporving the efficiency of the identification process; ensuring a more comprehensive view of the individual in question, such as previous aliases and activities; and raising overall effectiveness of all of the aforementioned operational uses. Primary stakeholders include Army, Department of Justice (DOJ), Federal Bureau of Investigation (FBI), Department of Homeland Security (DHS), National Ground Intelligence Center (NGIC), Department of State (DOS), United States Central Command (USCENTCOM), United States Special Operations Command (USSOCOM) and other DoD and Federal agencies as required.",2009-01-10T00:00:00Z,2015-01-26T00:00:00Z,2207,2013-02-14T00:00:00Z,1496,2013-02-14T00:00:00Z,81.551,28.74,28.74,11/1/2012,8:35:33,
